image,split,true_severity,robust_scale,mean_abs_z,p90_abs_z,p95_abs_z,positive_tail_fraction,negative_tail_fraction
252,train,0.7499265225860248,0.5862202,0.4703533,0.922386,1.0523238,0.0003522806104751994,0.0001625910509885536
253,train,1.1617129157935149,1.0605583,0.85682607,1.7310258,2.0294309,0.006931798473812001,0.0009159295872355186
254,train,0.7769316237865264,0.6762737,0.53637576,1.0819495,1.2643967,0.0005907474852584113,5.419701699618453e-06
255,train,0.8115905382148269,0.7734527,0.60083836,1.1754904,1.3731247,0.0003902185223725286,0.00011381373569198752
256,train,1.190370838835325,0.97876894,0.7874946,1.568951,1.9789913,0.006839663544918488,0.0026393947277141864
257,train,1.1151606054944392,0.98382926,0.8023533,1.6596808,2.0587013,0.003983480749219563,0.0020757457509538676
258,validation,1.0455712694333856,0.8047018,0.68105626,1.2626073,1.6336708,0.0065036420395421434,0.0016204908081859175
259,train,1.209697543240374,1.0140045,0.83463407,1.711038,2.1838274,0.009457379465834201,0.003446930280957336
260,train,1.2159779456123572,1.0009484,0.84406275,1.8277458,2.358114,0.008389698231009365,0.0077664325355532434
261,train,0.8123946267141977,0.74349165,0.5985592,1.215131,1.4481313,0.0008996704821366632,3.793791189732917e-05
262,train,1.0718844578812634,0.85952055,0.7015687,1.3732665,1.8237832,0.00588579604578564,0.0019673517169614984
263,train,1.1432142080246754,0.9480927,0.75715923,1.4557146,1.7879112,0.007853147762747138,0.001495837669094693
264,validation,1.1244929151845309,0.9232869,0.7484867,1.462004,1.7778697,0.00739247311827957,0.0005799080818591745
265,validation,0.7401985809757652,0.5689691,0.4722679,0.9462626,1.0963776,0.0008292143600416234,3.251821019771072e-05
266,train,1.1954325701312638,1.0393195,0.8615528,1.848409,2.2993715,0.0048126951092611866,0.006888440860215054
267,train,1.0950357558564,0.92552066,0.76816845,1.5426148,1.9577407,0.009007544224765868,0.0014091224419007977
268,train,0.9712131760210724,0.8812098,0.72221893,1.4887935,1.8193389,0.002010709330558446,0.0006178459937565036
269,train,1.2118925020228128,1.1001707,0.88939965,1.8056681,2.2176154,0.012140131807145335,0.0017397242455775234
270,train,0.775736634132931,0.7002816,0.5592946,1.1240603,1.3309124,0.0007099809226500173,5.9616718695802984e-05
271,train,1.1690746913988224,0.97565895,0.8181456,1.5282389,1.8849076,0.017500216788067985,0.0005799080818591745
272,train,1.16892265332639,1.0206198,0.81048226,1.5711405,1.937109,0.010714750260145681,0.0014524800554977454
273,train,0.8099017480099807,0.69017464,0.5669787,1.1314683,1.3671724,0.0009701266042317031,0.00018968955948664586
274,train,1.1563908534852745,1.0214573,0.80643165,1.5906972,1.9019282,0.0061513614290669445,0.0008508931668400971
275,train,1.1640572538842502,1.0135934,0.834119,1.7095767,2.1409385,0.005636489767603191,0.003311437738466875
276,validation,1.188679135487475,1.0015424,0.80783755,1.6048452,2.0751493,0.009381503642039542,0.003804630593132154
277,validation,1.1251963594698176,1.063951,0.85656404,1.736576,2.069921,0.009251430801248699,0.00052571106486299
278,train,0.8283272214146636,0.6377901,0.5335047,1.0602317,1.3225054,0.0009647069025320846,0.0002818244883801596
279,validation,0.9322808446630866,0.84947014,0.6335156,1.181063,1.4061884,0.0018156000693721817,0.0005528095733610822
280,train,0.5772775866604418,0.36830726,0.31682378,0.6654836,0.8106392,0.00034144120707596255,1.625910509885536e-05
281,validation,0.7752176230981553,0.6037633,0.49201915,0.9847871,1.1666396,0.0016584287200832467,0.00013549254249046132
282,train,0.4104254646056285,0.19316949,0.21031593,0.47749725,0.61480695,0.0004173170308706209,0.0
283,train,1.2256464342886286,1.026938,0.804455,1.5405405,1.9475974,0.009977670828997571,0.003815469996531391
284,train,0.8238361613177536,0.7544456,0.61038554,1.2463254,1.4917467,0.0005690686784599376,3.793791189732917e-05
285,validation,0.7898010087300089,0.74985594,0.6038175,1.2253344,1.4618517,0.0004931928546652792,5.419701699618453e-06
286,train,1.0992389820389428,0.93085384,0.7503691,1.4975843,1.8577466,0.006666233090530697,0.0013061481096080473
287,train,0.7825068537739774,0.5374056,0.4683224,0.91605365,1.0852653,0.0027586281651057927,0.0001409122441900798
288,train,1.2050370697860209,1.0285643,0.8358535,1.620954,1.8971163,0.009728364550815122,0.0003685397155740548
289,validation,1.1550276747175898,0.9459801,0.8025472,1.6974438,2.1798708,0.006124262920568852,0.002953737426292057
290,train,0.9275185128237048,0.78069663,0.6130047,1.1886925,1.3930186,0.0015933922996878252,0.00022762747138397503
291,validation,0.9588464362927074,0.8146572,0.67084223,1.3588597,1.6958208,0.002379249046132501,0.0004823534512660423
292,train,1.2265425678001292,1.0549214,0.8451102,1.6376202,2.1656685,0.005089099895941728,0.007891085674644468
293,train,0.5257844078916248,0.3306961,0.33756292,0.6554,0.738684,0.00048777315296566075,0.0
294,train,0.6155357445321922,0.44519666,0.37429848,0.76351994,0.89631164,0.0004823534512660423,0.0
295,train,0.5740007227183187,0.44184008,0.36420238,0.75681734,0.893387,0.0003902185223725286,0.0
296,train,1.1238335364831098,0.9566858,0.7735979,1.5468442,1.8575555,0.005381763787721124,0.0005202913631633715
297,train,1.256820771566788,1.0289832,0.83245164,1.6163133,1.9948223,0.01292598855359001,0.0011110388484217829
298,train,0.4842160519973249,0.3078929,0.27307028,0.5915152,0.747304,0.00038479882067291016,0.0
299,train,1.1905951304622164,0.9557261,0.80811876,1.7135559,2.2608776,0.010877341311134235,0.0029483177245924383
300,train,0.8054687949657844,0.5800338,0.47953394,0.95121396,1.1511577,0.0012465313909122441,7.587582379465834e-05
301,train,0.797124003807342,0.55539584,0.472174,0.91086745,1.0257204,0.0013007284079084287,7.04561220950399e-05
302,train,0.8706697528080568,0.74119675,0.59057695,1.1539261,1.3465087,0.001923994103364551,5.419701699618453e-05
303,validation,0.927820761524522,0.8842141,0.71363586,1.4652128,1.7607801,0.001842698577870274,8.671522719389525e-05
304,train,0.7368550552278488,0.54185355,0.44816825,0.9063586,1.0959727,0.0005040322580645161,1.625910509885536e-05
305,train,0.5970496761844891,0.62491184,0.5384399,0.97394544,1.0581118,5.419701699618453e-06,0.0
306,train,1.0715630379552807,0.95798635,0.77908635,1.5906972,2.0569534,0.004227367325702393,0.0019185744016649324
307,train,1.1637342100847836,0.9955048,0.816882,1.6919502,2.1559563,0.00662287547693375,0.0037504335761359693
308,train,1.167822594996312,1.0066835,0.83253324,1.7162387,2.1778467,0.007343695802983004,0.0028778616024973985
309,train,1.24744997760682,1.0040622,0.86391026,1.7988001,2.430477,0.01849744190079778,0.004422476586888657
310,train,1.175104899930946,0.9943136,0.8113047,1.6363496,2.018139,0.007842308359347901,0.001148976760319112
311,train,0.8751261711070458,0.6843474,0.57550997,1.1507728,1.4647301,0.0019565123135622613,0.0003577003121748179
312,train,0.9321960428414808,0.8194809,0.670814,1.3544593,1.6336708,0.0028887010058966356,0.00014633194588969822
313,train,0.7662445364673891,0.7364574,0.58592707,1.1562383,1.3517625,0.00023304717308359347,7.587582379465834e-05
314,train,1.2157931834562128,0.99162334,0.8380867,1.707938,2.3265886,0.01629162330905307,0.004411637183489421
315,train,0.7622193436554878,0.54161185,0.47972447,0.92548966,1.0478157,0.0009430280957336109,1.0839403399236906e-05
316,train,0.8620190006769421,0.6634619,0.5375536,1.0448275,1.1948445,0.0016584287200832467,2.1678806798473812e-05
317,train,1.1816063056026196,0.923035,0.79505104,1.6740462,2.262208,0.01064971383975026,0.004346600763093999
318,train,0.7580718688542768,0.70994836,0.5788825,1.1687877,1.3498389,0.0005094519597641346,0.0
319,train,1.114474045857734,1.0351373,0.8032744,1.6010491,1.9030186,0.005327566770724939,0.0015825528962885884
320,train,0.9469395305417908,0.78882855,0.63539666,1.249492,1.5829207,0.002070326049254249,0.0009321886923343739
321,train,1.0882033814984164,0.8606943,0.69443333,1.265383,1.5906972,0.0037883714880332987,0.0026664932362122787
322,train,0.3861537607464159,0.26706907,0.23702629,0.5115074,0.6569075,0.00037395941727367323,0.0
323,validation,0.7662562857418683,0.68753934,0.5502012,1.116074,1.3232256,0.0006070065903572668,1.625910509885536e-05
324,train,0.8527311683248125,0.72290385,0.5625115,1.0406194,1.2135806,0.0012411116892126258,0.0005528095733610822
325,train,1.1708945479528736,0.98909646,0.8080121,1.6498367,2.0988057,0.00658493756503642,0.002904960110995491
326,train,0.918080832028026,0.8317223,0.65455526,1.2806131,1.5058563,0.0021733003815469997,7.04561220950399e-05
327,validation,1.233189757782179,1.014904,0.8579854,1.620954,2.0294838,0.01986862643080125,0.0008237946583420048
328,train,0.9120815985185246,0.9315365,0.6991066,1.295412,1.5918123,0.0005040322580645161,0.0007858567464446756
329,train,0.7934912768812993,0.5732019,0.49464813,0.97581494,1.1750259,0.002904960110995491,0.0001951092611862643
330,train,1.0838464948386195,0.93815774,0.76656616,1.5827187,1.930656,0.0031651057925771767,0.0006015868886576483
331,validation,1.1988689715966352,1.0323701,0.8327298,1.6591501,2.1687524,0.012237686437738466,0.002536420395421436
332,train,1.1613182763250898,1.0401516,0.8517018,1.7797244,2.2165008,0.007701396115157822,0.0019402532084634061
333,train,1.212908637207817,0.9835865,0.80956876,1.6321915,2.1654763,0.010037287547693376,0.003934703433922997
334,train,1.1716045635553924,0.98894995,0.8264154,1.8097094,2.2259178,0.002704431148109608,0.005669007977800902
335,train,1.0848962041100392,0.9036571,0.73359996,1.4756483,1.8582008,0.004601326742976066,0.0014904179673950746
336,train,1.2094610488215791,1.1264528,0.90335816,1.8704478,2.2859359,0.012329821366631981,0.0015933922996878252
337,validation,1.1018976576045023,0.97917145,0.79993826,1.5953887,2.0333703,0.0048994103364550816,0.0018752167880679846
338,train,0.8627852193685812,0.60710186,0.4974782,0.96777457,1.1449561,0.002232917100242803,0.00012465313909122442
339,train,1.068798850549184,0.8318979,0.69397753,1.3297782,1.6612766,0.004791016302462712,0.001148976760319112
340,train,1.1997293637341486,0.9165147,0.770182,1.5658051,2.0823524,0.010367889351370101,0.0023575702393340272
341,validation,1.2784830377273075,1.1132216,0.9045827,1.8603019,2.3729644,0.01614529136316337,0.003604101630246271
342,train,1.1374701716333182,1.1166047,0.8649264,1.7510613,2.0351164,0.005338406174124176,0.0
343,train,0.8878006211910594,0.7847751,0.629254,1.2384795,1.5019515,0.001040582726326743,0.0004389958376690947
344,validation,0.918419075936551,0.7437759,0.59704554,1.1580168,1.3597181,0.001674687825182102,0.00021136836628511967
345,train,1.188355109472943,1.1367109,0.85512596,1.6265492,2.0558145,0.005593132154006243,0.005327566770724939
346,validation,0.7966094792596812,0.64858246,0.51857245,1.0380479,1.2267449,0.0007370794311481096,4.8777315296566075e-05
347,train,0.8673841186011098,0.6841553,0.55998105,1.0265111,1.1743178,0.001951092611862643,0.0001625910509885536
348,train,1.2023846338419812,1.060476,0.8632939,1.6803566,2.123683,0.016627644814429413,0.002010709330558446
349,train,0.8176444700181217,0.764505,0.61361885,1.242583,1.4843442,0.00046609434616718694,8.12955254942768e-05
350,train,1.2092147455442968,0.96355915,0.7917531,1.5349358,1.9656482,0.01208593479014915,0.0021136836628511966
351,train,0.9689410485912624,0.8337616,0.6721071,1.3016182,1.8149567,0.003847988206729102,0.0019673517169614984
352,train,0.8664376005663773,0.6607431,0.5560719,1.0916209,1.2812828,0.0019565123135622613,7.04561220950399e-05
353,train,0.9741696774443852,0.9040272,0.7186786,1.4261655,1.7383403,0.002021548733957683,0.0008942507804370447
354,train,0.5993865429899761,0.48274255,0.3810005,0.7853049,0.9255836,0.00029808359347901494,0.0
355,validation,0.8982366323539719,0.81857157,0.6435137,1.2016971,1.4363629,0.000753338536246965,0.0006395248005549775
356,train,1.0297717057411415,0.9244328,0.7500337,1.4910042,1.89639,0.003425251474158862,0.00098096600763094
357,train,1.126802538029933,0.88447154,0.7560947,1.5114424,2.086493,0.010178199791883455,0.0025201612903225806
358,train,0.8030619774076361,0.5650828,0.48995072,0.9669121,1.1504115,0.002021548733957683,0.0001734304543877905
359,train,1.090212252705958,0.95777035,0.7719401,1.5740494,2.053777,0.002883281304197017,0.0034957075962539024
360,train,1.1964639858065256,0.9904387,0.81389284,1.5733697,2.0734308,0.014649453694068679,0.002774887270204648
361,train,0.9301817204314816,0.87521577,0.70822316,1.4417965,1.7118713,0.0018156000693721817,2.1678806798473812e-05
362,validation,0.9098408792254704,0.8592298,0.67450684,1.3206797,1.6083486,0.0009538674991328477,0.0006666233090530697
363,validation,0.7697937644604541,0.7061032,0.56956494,1.1378261,1.3496197,0.0005094519597641346,3.793791189732917e-05
364,train,0.5471610301882295,0.34148437,0.31502333,0.6551721,0.74167556,0.0004931928546652792,5.419701699618453e-06
365,validation,1.0898994144167709,0.9534728,0.79139566,1.6652862,2.0841472,0.0015446149843912592,0.0035011272979535205
366,train,0.9178764746291356,0.74626,0.59878904,1.1695678,1.4089383,0.0018210197710718003,0.0006666233090530697
367,train,0.3670072487016423,0.17546546,0.20971388,0.4534898,0.55342525,0.00042815643426985777,0.0
368,train,1.143709033933895,0.9313854,0.77724576,1.5600563,2.0685825,0.009343565730142212,0.0029266389177939646
369,train,1.0489325645371643,0.87680835,0.72654545,1.4997528,2.0305867,0.001712625737079431,0.0034523499826569545
370,validation,0.9450132663062072,0.85206956,0.69802046,1.4300584,1.7379087,0.0011706555671175858,0.00016801075268817206
371,train,1.2440393154198195,1.0206461,0.86145025,1.8685387,2.3774786,0.009094259451959763,0.007370794311481096
372,train,0.8255087716553028,0.7669768,0.6204909,1.2720947,1.5107669,0.0004606746444675685,7.04561220950399e-05
373,train,1.2273225298802874,0.9940245,0.8256651,1.7497376,2.2827158,0.007999479708636837,0.0071431668400971215
374,train,0.9027948272083944,0.83035386,0.6690929,1.3488319,1.5946304,0.001663848421782865,1.0839403399236906e-05
375,train,0.7661151231093193,0.63607424,0.51014096,1.0279708,1.2327164,0.0011543964620187306,3.251821019771072e-05
376,validation,1.210520832800149,0.9202142,0.7667113,1.488882,2.060472,0.014351370100589664,0.002623135622615331
377,train,1.1471229461621115,1.0124288,0.827194,1.7438725,2.1470282,0.0037883714880332987,0.0035932622268470345
378,train,0.7661412823794649,0.6734532,0.5297822,1.0472853,1.2363433,0.00047151404786680543,0.00013007284079084288
379,train,1.228000780280974,1.0400438,0.8739918,1.8786433,2.354111,0.009218912591050989,0.005658168574401665
380,train,1.153135161734424,0.8671598,0.74465734,1.4471098,1.8504698,0.0098096600763094,0.0015500346860908775
381,train,1.1555678823190376,1.1033448,0.8653672,1.7055084,2.0555854,0.008069935830731876,0.000634105098855359
382,validation,1.1438257364398907,0.91776407,0.7362013,1.4498613,1.7284039,0.006557839056538328,0.0005907474852584113
383,validation,0.7400884185403891,0.6671641,0.5379751,1.0852778,1.2842342,0.0005473898716614637,1.625910509885536e-05
384,train,1.1419765655056575,0.9826452,0.8017343,1.5569999,1.9350921,0.008834113770378078,0.0016963666319805759
385,train,1.2601442515780692,1.1432093,0.9067397,1.8083737,2.0891047,0.008579387790496011,5.419701699618453e-06
386,train,0.7946794999372014,0.6432942,0.5188264,1.0362961,1.2372004,0.0007912764481442942,0.00011923343739160597
387,train,1.0452456880447336,0.9157695,0.73852056,1.4702394,1.833421,0.0030241935483870967,0.0014091224419007977
388,train,1.0288294296115197,0.89355135,0.7202873,1.4028198,1.699925,0.004471253902185224,0.0005040322580645161
389,validation,1.164163079351064,0.9599878,0.79421866,1.6508375,2.137055,0.007517126257370795,0.003441510579257718
390,train,1.158071768075289,1.0261387,0.824192,1.6717454,2.110478,0.008942507804370448,0.0026177159209157127
391,train,1.191140316020039,0.8873123,0.75605905,1.4098567,2.0245087,0.012031737773152966,0.004227367325702393
392,train,0.8427248410031278,0.7410164,0.59317553,1.1743178,1.3930186,0.0014253815469996531,2.1678806798473812e-05
393,validation,1.2172303509377798,1.0129766,0.82684374,1.6547935,2.1446779,0.012270204647936177,0.00294289802289282
394,validation,1.190383110893272,1.0345446,0.8473967,1.772863,2.245585,0.00777727193895248,0.005490157821713493
395,train,1.096358403493614,0.7822864,0.67442876,1.2102728,1.4798416,0.012676682275407561,0.0015933922996878252
396,train,0.7285715010509847,0.5650341,0.46697387,0.9399859,1.0988969,0.0005473898716614637,5.419701699618453e-06
397,train,1.2176454981772362,1.0497161,0.8274396,1.5600563,1.8464313,0.009641649323621227,0.0008292143600416234
398,train,0.9041244123351068,0.7132539,0.5809533,1.138205,1.3566607,0.0017776621574748526,0.0002059486645855012
399,validation,1.0978700743174672,0.95663244,0.7588822,1.442973,1.7538867,0.008357180020811655,0.0005690686784599376
400,train,1.2166362120956875,1.035916,0.8334397,1.6858351,2.1640449,0.009332726326742976,0.0039076049254249045
401,train,0.899427608597221,0.82516336,0.66043377,1.3151999,1.5916994,0.000921349288935137,0.00040647762747138397
402,train,0.7899136768608264,0.7577025,0.58466893,1.1325831,1.3150191,0.0003577003121748179,6.503642039542144e-05
403,validation,0.5895020349679032,0.47868457,0.39097542,0.80437016,0.94141483,0.0003360215053763441,0.0
404,train,0.814384497979689,0.63158894,0.52125275,1.0359313,1.2327033,0.000921349288935137,5.9616718695802984e-05
405,train,1.1472804171175548,0.9656596,0.782224,1.5263779,1.8981663,0.009544094693028096,0.001257370794311481
406,validation,0.7648148226490711,0.5909177,0.48640975,0.97504777,1.1590852,0.0010568418314255983,1.625910509885536e-05
407,validation,0.9473479941393697,0.83614767,0.6697383,1.3132958,1.7036489,0.0016963666319805759,0.0009430280957336109
408,validation,0.7318365428859214,0.5487961,0.45887274,0.9078672,1.0477008,0.0006124262920568852,0.0
409,validation,1.1274276349770131,0.9890968,0.81259257,1.7109919,2.0785651,0.0030838102670829,0.00280198577870274
410,train,0.4880098336252365,0.33635288,0.29118678,0.6024421,0.7263158,0.00038479882067291016,0.0
411,validation,0.8378022358957878,0.6237672,0.51987153,1.0198797,1.2457012,0.001376604231703087,0.000287244190079778
412,train,1.2467288719049987,1.0678743,0.8585309,1.6461235,2.0070674,0.010920698924731184,0.0013820239334027054
413,train,0.7890525947223557,0.6476782,0.5249768,1.0659894,1.2548277,0.0005636489767603191,5.419701699618453e-06
414,validation,0.9627750076813693,0.847511,0.68217015,1.3364611,1.6645982,0.0021624609781477626,0.0008454734651404787
415,train,1.1557802820624057,0.9395729,0.7874527,1.6004379,2.0335371,0.007500867152271939,0.0017288848421782865
416,train,1.2182486986470695,1.0129989,0.8095983,1.6040058,2.0993438,0.00935440513354145,0.003983480749219563
417,train,1.10518492529698,0.93699497,0.76734805,1.447801,1.7553611,0.011657778355879292,0.0006774627124523067
418,train,1.196014401678351,1.0062913,0.832314,1.7478192,2.249751,0.008882891085674645,0.00444957509538675
419,train,1.17683879271722,0.9294355,0.77179676,1.4334583,1.6998655,0.011451829691293791,0.0003956382240721471
420,train,0.7283307386991055,0.59803224,0.48641616,0.98007166,1.1378261,0.0005473898716614637,5.419701699618453e-06
421,validation,0.4470104368094571,0.24584672,0.25435686,0.56812286,0.6550739,0.00038479882067291016,0.0
422,train,1.1176976159984515,0.98740554,0.8017439,1.6497378,2.094267,0.004026838362816511,0.003474028789455428
423,validation,0.8401719888201877,0.66772634,0.5283654,1.0234649,1.195348,0.001159816163718349,0.00014633194588969822
424,train,0.8190708964588914,0.7905321,0.63427186,1.314762,1.5732994,1.0839403399236906e-05,6.503642039542144e-05
425,validation,1.0606553760091264,0.9571384,0.7914354,1.3895353,1.6336708,0.005105359001040583,0.0003793791189732917
426,validation,0.5648615824371019,0.43146572,0.3553067,0.7270746,0.8603281,0.0005419701699618453,0.0
427,train,0.3903535853061237,0.35142082,0.28880155,0.59010446,0.70105207,0.0002655653832813042,0.0
428,train,0.8700753957789182,0.7969789,0.64385563,1.308335,1.5777488,0.0010622615331252168,9.755463059313215e-05
429,train,1.1713022006710554,1.0497276,0.85609895,1.7855452,2.2198362,0.009392343045438779,0.002189559486645855
430,train,0.8929079387363344,0.69059473,0.54761994,1.0406194,1.2191881,0.00255809920221991,0.0003902185223725286
431,train,0.777022514047051,0.6494398,0.5200113,1.032598,1.2210596,0.0007262400277488727,4.3357613596947624e-05
432,validation,1.2202155007486133,1.0189136,0.8418712,1.7029698,2.2906237,0.015202263267429761,0.003961801942421089
433,validation,0.779082661397217,0.6696091,0.5472994,1.1137562,1.3321906,0.000693721817551162,2.7098508498092266e-05
434,train,0.9517285360109896,0.8388279,0.68217224,1.3816984,1.701086,0.0027152705515088448,0.00045525494276795007
435,train,1.2159886240801536,1.0728145,0.86573756,1.7778697,2.2404218,0.01009148456468956,0.003652878945542837
436,train,1.124444781133376,0.8776895,0.743535,1.5016427,1.9720716,0.008801595560180368,0.001902315296566077
437,train,1.2452827437735223,1.0679494,0.87090695,1.7641313,2.2117047,0.010497962192160943,0.003067551161984044
438,train,1.2418364426320838,1.0328331,0.85656404,1.7095209,2.1164858,0.0123352410683316,0.001745143947277142
439,train,0.8124322538692398,0.62527525,0.52814174,1.0099609,1.1569537,0.001674687825182102,5.419701699618453e-05
440,validation,1.2336598709713509,1.0292168,0.853696,1.7284039,2.1756554,0.012020898369753728,0.0018101803676725634
441,train,0.8431649113191867,0.62975085,0.51498455,1.0190752,1.2077647,0.0013495057232049948,9.21349288935137e-05
442,validation,1.1728066595700748,1.066892,0.82109904,1.5324379,2.0958922,0.003181364897676032,0.0098096600763094
443,train,1.1869002251413685,1.0303094,0.86551154,1.8016224,2.2030764,0.008297563302115852,0.0016042317030870621
444,train,1.1326013114868805,1.0221074,0.8279346,1.7155358,2.1343834,0.004200268817204301,0.003587842525147416
445,train,0.8172886095230174,0.5436891,0.47698906,0.90914583,1.0477008,0.002010709330558446,0.0001951092611862643
446,train,1.2584076283404908,1.0408019,0.8743776,1.8874571,2.38246,0.010508801595560181,0.006232656954561221
447,train,1.1623722391654423,0.9844187,0.8016224,1.5542091,1.9830538,0.010752688172043012,0.0019456729101630247
448,train,0.8603311440903787,0.76651263,0.6113613,1.1739807,1.4324647,0.0008075355532431495,0.0001625910509885536
449,validation,1.1070152654774903,0.97862726,0.76615053,1.462004,1.7686659,0.004568808532778356,0.0008129552549427679
450,train,1.2419856179232909,1.076949,0.8990605,1.879778,2.3272889,0.011603581338883107,0.0014253815469996531
451,train,0.7400728090131812,0.698355,0.54410267,1.096181,1.290033,0.00011381373569198752,7.04561220950399e-05
452,train,1.0466711314920751,0.884857,0.710144,1.389613,1.7388247,0.005034902878945543,0.001197754075615678
453,train,1.138672884155706,1.0040563,0.8302341,1.733991,2.187562,0.007733914325355532,0.0025851977107180023
454,validation,1.1414446373711822,0.9800573,0.77552027,1.482353,1.824568,0.010703910856746445,0.0006774627124523067
455,train,0.9363571972543472,0.8338657,0.6874635,1.4095988,1.7651638,0.0008237946583420048,0.0005799080818591745
456,validation,0.9097730485165147,0.84300447,0.6864797,1.3982418,1.6987864,0.002092004856052723,0.00011381373569198752
457,train,1.1887412781354638,0.9480138,0.7980504,1.6275637,2.1666064,0.010183619493583073,0.0034523499826569545
458,train,0.6338700537661737,0.5374724,0.42740378,0.87340623,1.0332547,0.00024930627818244884,5.419701699618453e-06
459,train,1.2395905050123073,1.1033268,0.8846255,1.8390808,2.3410883,0.005658168574401665,0.009153876170655568
460,train,0.87659256225831,0.8245904,0.6583552,1.3146851,1.5910681,0.0008834113770378078,0.0003793791189732917
